site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
VCAAUA0005-58570,VCAAUA0005,2018-01-25T11:00:00,"Alpine National Park, 3.7km south east of Falls Creek",AUA,PLT,PLA,2,315,"Gently sloping saddle coming down between low rises. 2 degree slope to the north west but increasing slightly at the north west corner. Overlooking falls creek ski fields. Cattle removed in 2005, Sambar deer increasingly present. 100m from Maisie’s control plot and another 100m to “fenced” plot. Introduced species effect is low- Acaena and possibly grasses. Fire- Burnt in 2003. Homogeneity- community is confined to plot. North east corner is around 25m from Bogong high plains road. Corresponds to LTERN plot: Rocky Valley Burnt Grassland

",NA,,100 x 100m,58570,2018-01-25T11:00:00,2018-01-25T11:00:00,,"Alpine National Park, 3.7km south east of Falls Creek",n/a,X,n/a,Z,3,0,WET,FFR,1,31,1,526614,5916992,55,WGS84,,P,,TRUE,TRUE,FALSE,-36.8926777777778,147.298661111111,SW,VIC,2018-01-25,1
VCAAUA0006-58568,VCAAUA0006,2018-01-26T11:41:02,"Alpine National Park, 8.4 km south west of Falls Creek.",AUA,PLT,PLA,3,90,"Plot sits in the saddle of Mt Jim. 3 degree slope to the east, consistent through the site. No strew due to dense ground cover. Some outcrop and larger rocks of Basalt. Most of the rock is covered by Cryptogam with no other cryptogam visible in site. Some horse scats in the site which may explain weeds in site. Long unburnt. Homogeneity- extensive grassland- eastern edge of the site dips down into some slightly more boggy areas. Community extends 80m in all directions. Plot sits among network of hiking trails. Closest point is the north east corner which is 50m from track.

",BA,,100 x 100m,58568,2018-01-26T11:41:02,2018-01-26T11:41:02,,"Alpine National Park, 8.4 km south west of Falls Creek.",n/a,X,n/a,U,4,0,WET,FFR,1,31,1,,,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-36.9162194444444,147.212772222222,SW,VIC,2018-01-26,1
VCAAUA0007-58543,VCAAUA0007,2018-01-27T10:44:41,"Alpine National Park, 5.4 km south west of Falls Creek.",AUA,MOU,PLA,2,325,"Gently sloping plain in the broad valley of Cope Creek. No surface strew or outcrop- metamorphic substrate, possibly granite. Long unburnt. Introduced plant species effect is low. Grazing- less grazing by horses as there are more people.  Homogeneity- Plot is homogenous 90m from the centre in all directions. The north east corner is 80m from Cope Saddle access track. Overlaps LTERN  plot established in 1979.  

",NA,,100 x 100m,58543,2018-01-27T10:44:41,2018-01-27T10:44:41,,"Alpine National Park, 5.4 km south west of Falls Creek.",n/a,X,n/a,O,6,0,WET,FFR,1,31,1,522769,5915321,55,GDA94,,P,,TRUE,TRUE,FALSE,-36.9078611111111,147.255583333333,SW,VIC,2018-01-27,1
VCAAUA0008-58544,VCAAUA0008,2018-01-27T15:26:53,"Alpine National Park, 5.1km south west of Falls Creek.",AUA,MOU,HSL,10,315,Plot with complex slope predominantly to the north west but also to the south east. Outcrop is granite with some sizeable outcrops through the site to 2m. Minimal surface strew due to dense ground cover. Unburnt but surrounded by burnt areas. Some dead trees in plot but died of other causes rather than fire. Introduced plant species effect is low- Acetosella vulgaris present and possibly some of the grass species. Grazing effect is minimal. Homogeneity- community is confined to plot. Community sits on ridge capping with northern and eastern edge transitioning to a heathland. North west corner is 10m uphill from Cope Saddle access track.,GN,NA,100 x 100m,58544,2018-01-27T15:26:53,2018-01-27T15:26:53,,"Alpine National Park, 5.1km south west of Falls Creek.",n/a,X,n/a,VM,6,0,WET,FFR,1,31,1,522479,5915851,55,GDA94,DGPS,P,,TRUE,TRUE,FALSE,-36.9030583333333,147.252316666667,SW,VIC,2018-01-27,1
VCAAUA0009-58569,VCAAUA0009,2018-01-28T16:23:22,"Alpine National Park, 5.3 km South East of Falls Creek",AUA,MOU,HSL,10,45,"Steep sloped plot – 10+ degree slope to the north east to creek. Large granite outcrops which are covered in Cryptogam ( will be Cryptogam in Point intercept), scattered through site. No real surface strew due to ground cover. Plot was burnt in 2003- lots of dead but regenerating Snow gum- have regenerated beyond half way up to previous height. Grazing effect is low- no cattle but deer are present in area. Introduced plant effect is low- some annuals at south west corner close to track . Homogeneity- community is confined to plot- swamp in north east corner. 5ms to infrastructure- Wallace Hutt track.
",GN,NA,100 x 100m,58569,2018-01-28T16:23:22,2018-01-28T16:23:22,,"Alpine National Park, 5.3 km South East of Falls Creek",n/a,X,n/a,Z,5,0,WET,FFR,1,31,1,526952,5916850,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-36.8940083333333,147.302516666667,SW,VIC,2018-01-28,1
VCAAUA0010-58546,VCAAUA0010,2018-01-29T11:25:00,"Alpine National Park, 6.6km east north east of Falls Creek.",AUA,MOU,PLA,1,315,"Gently sloping plot with a 1 degree slope to the north west. Fire- possibly burnt in 2003- snow gum woodlands surrounding the plot were likely burnt at this time.  Introduced plant species effect is minimal- probably came in from horses. Horse scats and pad in the site. Minimal surface strew and no outcrop. Plot is sitting over metamorphic substrate. Homogeneity-  plot is 1.2 km east from track to Mt Nelse fire track. Vegetation community is quite extensive but southern edge is close to snow gum woodland but west, north and east extends 30m beyond the plot. Corresponds to LTERN plot: “Cultivation” grassland .",NA,NA,100 x 100m,58546,2018-01-29T11:25:00,2018-01-29T11:25:00,,"Alpine National Park, 6.6km east north east of Falls Creek.",n/a,X,n/a,AM,4,0,WET,FFR,1,31,1,531507,5920959,55,GDA94,,P,,TRUE,TRUE,FALSE,-36.856725,147.353497222222,SW,VIC,2018-01-29,1
VCAAUA0011-58540,VCAAUA0011,2018-01-30T18:13:26,"Alpine National Park, 13km south of Hotham Heights",AUA,MOU,PLA,3,45,"Plot is on a very shallow spur that runs north-south through the middle of the plot. Aspect to the north west but also to the north east corner- 2 degree slope. Plot is sitting on basalt but no gravel or outcrop visible. Homogeneity- plot is homogeneous but Poa hiemata more common at south east corner. Community is confined to the plot- to the south is snow gum woodland and north east is fenced enclosure. Not currently grazed but likely heavy in the past. Introduced plant species effect is high likely due to past grazing- Trifolium repens, Acetosella vulgaris, Hypochaeris radicata and other species present . Fire-  Burnt 2003?- snow gums surrounding the plot burnt at this time. Corresponds to LTERN plot: Lankey’s Plain Grassland.",NA,NA,100 x 100m,58540,2018-01-30T18:13:26,2018-01-30T18:13:26,,"Alpine National Park, 13km south of Hotham Heights",n/a,X,n/a,Z,6,0,WET,FFR,1,31,1,514598,5892830,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-37.1107194444444,147.164316666667,SW,VIC,2018-01-30,1
VCAAUA0012-58613,VCAAUA0012,2018-01-31T09:44:00,"Alpine National Park, 11km south south west of Hotham Heights",AUA,MOU,PLA,1,180,"Gently sloping plot with a 1 degree slope to the south. No surface strew due to dense cover but some flat basalt outcrops. Homogeneity- plot sits in extensive community but 15m south west is the Dargo High Plains road. 100m north, 50m to the east and west are the same community.  Grazing effect is lower than other Lankey’s plain site though neither are currently formally grazed. Introduced plant effect is lower as a result- some Trisetum spicatum,  Trifolium repens and others but cover is low.",BA,NA,100 x 100m,58613,2018-01-31T09:44:00,2018-01-31T09:44:00,,"Alpine National Park, 11km south south west of Hotham Heights",n/a,X,n/a,O,6,0,WET,FFR,1,31,1,513821,5894003,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-37.1001194444444,147.155558333333,SW,VIC,2018-01-31,1
VCAAUA0013-58541,VCAAUA0013,2018-02-02T09:20:20,"Alpine National Park, 26.9km north east of Licola",AUA,PLA,PLA,2,45,"Gently sloping plot on a slight spur with a slope to the north east but also slightly to the south east. Fire- burnt in 2003? Grazing- wombat burrows in south west corner and through the plot. Old corner posts of cattle yards but not currently formally grazed. Introduced plant species effect is low – Trifolium, Hypochaeris and a few other species present. Homogeneity- Vegetation community is consistent through the site- some scattered heath shrubs on the eastern section. Celmisia pugioniformis occurs in denser patches through the site.  Community is confined to plot- north of the plot is boggier community. Western edge is 20-60m from woodland. Closest point to track is 300m up the ridgeline but track may have previously run through valley. Sitting on sandstone-  but minimal surface gravels and no outcrop, a couple of fens scattered through the site.",NA,,100 x 100m,58541,2018-02-02T09:20:20,2018-02-02T09:20:20,,"Alpine National Park, 26.9km north east of Licola",n/a,X,n/a,NH,4,0,WET,FFR,1,31,1,477963,5859809,55,WGS84,,P,,TRUE,TRUE,FALSE,-37.4082555555556,146.751063888889,SW,VIC,2018-02-02,1
VCAAUA0014-58571,VCAAUA0014,2018-02-02T15:30:00,"Alpine National Park, 27.7km north east of Licola",AUA,PLA,PLA,2,90,"Gently sloping plot with a 2 degree slope to the east. Burnt 2003? Homogeneity- vegetation community extends 20m in all directions from the centre further to the north, south and east but north west corner is 15m. from old horse yards and more wooded area. Plot borders on old Kelly lane track ( long disused) on eastern edge. Grazing effect is currently low- wombats present ( though no burrows close to plot) deer also present. One lone Eucalypt shrub in the plot.",NA,NA,100 x 100m,58571,2018-02-02T13:43:52,2018-02-02T13:43:52,,"Alpine National Park, 27.7km north east of Licola",n/a,X,n/a,NH,3,0,WET,FFR,1,31,1,478319,5860493,55,WGS84,DGPS,P,,TRUE,TRUE,FALSE,-37.4020805555556,146.755061111111,SW,VIC,2018-02-02,1
VCAAUA0015-58539,VCAAUA0015,2018-02-03T10:10:00,"Alpine National Park, 24.9 km north of Licola",AUA,ALP,PLA,2,22,"Complex topography. General slope is to the north north east but both south east corner and north west corner just grazed the woodlands on either side of the narrow valley. There is also a substantial drainage line that runs along eastern edge where there is a swampier area. Another drainage line also comes in just south of the north west corner but is much shallower and could possibly be an old track. Old disused “A4” track also runs through the site- less eroded than the track closer to carpark south of the site. Long unburnt- woodlands on either side have not been burnt for a long time, fire in woodlands to the south of the site in 2003? Introduced plant effect is low- some Trifolium repens and possibly Poa pratensis/weedy grasses and Acetosella vulgaris in creek but cover is low. Main grazing effect is from deer, hoof prints and scats in creek line. Site was not formally grazed as other sites (VCAAUA0013 and 14) were. Surface strew is sedimentary (probably sandstone) cobbles ( confined to creek where there has been erosion) No rock outcrop.",NA,NA,100 x 100m,58539,2018-02-03T10:10:00,2018-02-03T10:10:00,,"Alpine National Park, 24.9 km north of Licola",n/a,X,n/a,AM,6,0,WET,FFR,1,31,1,479161,5861955,55,WGS84,TABLET,P,,TRUE,TRUE,FALSE,-37.3888472222222,146.764569444444,SW,VIC,2018-02-03,1
VCAMDD0001-57011,VCAMDD0001,2015-01-20T08:36:52,Murray Sunset National Park. South western end of Clay Lake. 28km north west of Underbool,MDD,PLA,LAK,0,,Lake bed surrounded by Mallee dominated sand dunes. Closest Mallee are 5m from the north west corner. Homogeneous plot extends >70m but scalded area in north west corner where water runs in from the main bed of the lake to the north. No signs of fire. No weeds. No Grazing impact was evident. Just to the south of the plot is an old fence line. Roadway at closest is 20m from the western edge of the site. No slope.,NA,NC,,57011,2015-01-20T08:36:00,2015-01-20T08:36:00,No woody species present for basal wedge measures. No LAI recorded. No site markers or pickets left on site as condition of permit. Future visits will need DGPS to relocate plot.,Murray Sunset National Park. South western end of Clay Lake. 28km north west of Underbool. ,NC,0,NC,VM,2,0,WET,AVG,3,17,3,555728,6128894,54,WGS84,GPS,PA,,TRUE,TRUE,FALSE,-34.9809861111111,141.610538888889,SW,VIC,2015-01-20,1
VCAMDD0002-56990,VCAMDD0002,2015-01-20T18:29:41,"Murray Sunset National Park, about 26kms north west of Underbool.",MDD,SAN,PLA,1,360,Plot is on a plain. Lots of Cryptogam crust. Grazing effect is low at present- bulldozer has been through the site ripping 1 or 2 rabbit warrens. Very long unburnt- at least 10 to 15 years. Introduced plant effect is low- but difficult to tell as forbs are only beginning to shoot. Some Sisymbrium but cover low. No Carrichtera annua noted. Slope- site has a 1 degree slope to the north west but more or less flat though sloping slightly at the corners of the site.,NA,NA,,56990,2015-01-20T18:29:41,2015-01-20T18:29:41,Plot not marked,"Murray Sunset NP, about 26kms northwest of Underbool. Belah open woodland",n/a,X,n/a,VM,4,0,WET,AVG,3,17,1,559569,6128827,54,WGS84,GPS,P,,TRUE,TRUE,TRUE,-34.9822944444444,141.651483333333,SW,VIC,2015-01-20,1
VCAMDD0003-57012,VCAMDD0003,2015-01-21T09:44:01,"Murray Sunset National Park. 6.5 km north west of Mt Gnarr, 20.5km north west of Underbool",MDD,SAN,SWL,2,270,"Swale among dune. Litter is significant component of substrate, with Cryptogam and Bare ground. Gentle slope to the west but site generally flat. Long Unburnt. Grazing minimal- macropods using hummocks to lie in. Plot is homogenous >70m with10% on southern side touches on edge of sand dune but doesn’t really affect composition. Community is constricted to the swale- doesn’t extend much beyond the plot. Complex mix of several Eucalyptus sp. (Mallee""s) so basal wedge measures were all assigned to Eucalyptus socialis subsp. socialis. Basal wedge count for Southwest corner was missed.",NA,NA,,57012,2015-01-21T09:44:01,2015-01-21T09:44:01,,"Murray Sunset National Park. 6.5 km north west of Mt Gnarr, 20.5km north west of Underbool",n/a,X,n/a,Z,4,0,WET,AVG,3,17,1,566567,6127003,54,WGS84,GPS,PA,,TRUE,TRUE,FALSE,-34.9982944444444,141.728361111111,SW,VIC,2015-01-21,1
WAAAVW0001-58517,WAAAVW0001,2016-10-04T00:00:00,"Unallocated Crown Land, survey site SWA0404A, ca. 61.08km north (6.91°) of Hyden and ca. 54.95km west-northwest (70.85°) of Narembeen.",AVW,SAN,PLA,0,,Flat sandplain of deep yellow sandy soil. Half degree slope to the south. No Formal grazing- Kangaroos present. Introduced species effect is nil? . Long Unburnt- fire to the north of the site. No Surface strew. Homogeneity- South east corner is approximately 10m in from road which is running north easterly away from the south east corner.,NA,NA,100 x 100 m.,58517,2016-10-04T15:17:20,2016-10-04T15:17:20,Casuarina species combined for basal wedge,"Unallocated Crown Land, survey site SWA0404A, ca. 61.08 km north (6.91°) of Hyden and ca. 54.95 km west-northwest (70.85°) of Narembeem",n/a,X,n/a,VM,4,0,WET,FFR,1,17,1,683799,6468749,50,WGS84,GPS,PA,,TRUE,TRUE,TRUE,-31.9022361111111,118.943630555556,SW,WA,2016-10-04,1
WAAAVW0002-58518,WAAAVW0002,2016-10-05T00:00:00,"Unallocated Crown Land, survey site SWA0401A, ca. 66.99 km north (3.18°) of Hyden and ca. 54.06 km northwest (63.28°) of Narembeen",AVW,SAN,PLA,1,315,Sandplain of deep yellow brown sandy soil. Sloping very gently ( 1-2 degrees) to the south west. ( Relic dune?) Some laterite gravels on the section that rises up to the south west corner. Very long unburnt but canopy noticeably shorter than neighbouring site WAAAVW0001. Not Formally grazed but lots of kangaroo dropping through the site. Introduced plant species effect is minimal ? Homogeneity- to the south of the site there are more Eucalyptus. Track running north to south 30m beyond the western edge of the plot. 75 metres from the centre is homogenous.,NA,,100 x 100 m.,58518,2016-10-05T12:09:59,2016-10-05T12:09:59,"No Basal area recorded. Insufficient woody material

change substrate to laterite","Unallocated Crown Land, survey site SWA0401A, ca. 66.99 km north (3.18°) of Hyden and ca. 54.06 km northwest (63.28°) of Narembeem",n/a,X,n/a,VM,4,0,WET,FFR,1,17,1,680260,6475066,50,WGS84,GPS,PA,,TRUE,TRUE,TRUE,-31.8458333333333,118.905125,SW,WA,2016-10-05,1
WAAAVW0003-58519,WAAAVW0003,2016-10-06T00:00:00,As previous.,AVW,RIS,HSL,4,135,"-------------- new visit physicalStatusComments start --------------
Introduced plant impact is low. Grazing impact is medium, evidence of echidna diggings, kangaroo and possum scat, grazing evident ofn grasses and forbs. Site burnt in last 3 years, scarring on some trees, some dead burnt trees, all Banksia show scorching. Outcrop present in SW corner. Communtiy is confined to plot. Site has a drainage line down eastern edge, 20-30m in from boundary. ES conrer more open. Banksia ssp. more dominant along suthern edge. Old fence post is SE corner, evidence of selective logginng and traditiional owners are known to collect Xanthorrhoea sp. for traditional uses.
-------------- new visit physicalStatusComments end ---------------
A complex Hill slope  of low rises.Drainage lines run through the centre of the plot from north west to south east with the plot sloping up from this on the other side. Plot Goes over the capping at the south west corner in the opposite direction. Main slope of 4 degree to the south east. Substrate is Iron Rich sandstone/laterite. Some shallow outcrop at the south west corner.  Minimal grazing. Tree has been cut in site- firewood? but disturbance minimal otherwise. Sandier through the creek channel as well. Very long unburnt. Introduced species effect is low- some Cape weed and other species but cover is low.  Homogeneity- North west corner is 5m in from access track. Community is confined to the plot- south west corner is a little more open with more rock.",SA,NA,100m. x 100m.,58519,2016-10-06T17:37:53,2016-10-06T17:37:53,"SW corner coordinate was sitting in the NW corner, have used the SW corner coordinate from the soil site sheet and updated the Site Points table (CS 26/06/2024)","Boyagin Nature Reserve, South West of Brookton. North West of Pingelly",G,1,S,Z,4,0,WET,FFR,1,17,1,494358,6406420,50,WGS84,GPS,P,,TRUE,TRUE,TRUE,-32.480397,116.938906,SW,WA,2016-10-06,1
